0,0.10838,0.17194,0.18533,0.2092,0.2197,0.57509,0.81168,0.89132,0.97862,1
0,0.0056885,0.17541,0.27407,0.33611,0.37283,0.4317,0.81622,0.81765,0.94003,1
0,0.015255,0.036476,0.10515,0.25243,0.38194,0.59884,0.6038,0.79566,0.89041,1
0,0.020439,0.059942,0.21003,0.5769,0.58184,0.63018,0.74248,0.89055,0.98092,1
0,0.2507,0.2859,0.35951,0.54468,0.59886,0.76912,0.8524,0.88485,0.97501,1
0,0.044862,0.17808,0.23769,0.34019,0.3548,0.37625,0.50543,0.59281,0.62994,1
0,0.1426,0.20435,0.24654,0.27677,0.36319,0.38777,0.6023,0.93384,0.94638,1
0,0.092056,0.17361,0.34039,0.4635,0.5087,0.59797,0.7313,0.95701,0.96661,1
0,0.08846,0.31307,0.3356,0.39504,0.52804,0.63404,0.75435,0.80545,0.99216,1
0,0.11079,0.20012,0.25426,0.29679,0.31264,0.45698,0.5404,0.6411,0.65894,1
